conversation_id,utterance_id,speaker,generation_strategy,position_idx,position_frac,curr_tok,prev_tok,curr_pos,prev_pos,curr_len,prev_len,is_punct,prev_is_punct,prev_lang,curr_lang,y_switch
0,0_1,Person2,inter-sentential,1,0.0625,arjun,hi,PROPN,INTJ,5,2,0,0,en,en,0
0,0_1,Person2,inter-sentential,2,0.125,it,arjun,PRON,PROPN,2,5,0,0,en,en,0
0,0_1,Person2,inter-sentential,3,0.1875,s,it,AUX,PRON,1,2,0,0,en,en,0
0,0_1,Person2,inter-sentential,4,0.25,been,s,AUX,AUX,4,1,0,0,en,en,0
0,0_1,Person2,inter-sentential,5,0.3125,pretty,been,ADV,AUX,6,4,0,0,en,en,0
0,0_1,Person2,inter-sentential,6,0.375,exciting,pretty,ADJ,ADV,8,6,0,0,en,en,0
0,0_1,Person2,inter-sentential,7,0.4375,actually,exciting,ADV,ADJ,8,8,0,0,en,en,0
0,0_1,Person2,inter-sentential,8,0.5,the,actually,DET,ADV,3,8,0,0,en,en,0
0,0_1,Person2,inter-sentential,9,0.5625,coursework,the,NOUN,DET,10,3,0,0,en,en,0
0,0_1,Person2,inter-sentential,10,0.625,is,coursework,AUX,NOUN,2,10,0,0,en,en,0
0,0_1,Person2,inter-sentential,11,0.6875,intense,is,ADJ,AUX,7,2,0,0,en,en,0
0,0_1,Person2,inter-sentential,12,0.75,but,intense,CCONJ,ADJ,3,7,0,0,en,en,0
0,0_1,Person2,inter-sentential,13,0.8125,the,but,DET,CCONJ,3,3,0,0,en,en,0
0,0_1,Person2,inter-sentential,14,0.875,professors,the,NOUN,DET,10,3,0,0,en,en,0
0,0_1,Person2,inter-sentential,15,0.9375,are,professors,AUX,NOUN,3,10,0,0,en,en,0
0,0_1,Person2,inter-sentential,16,1.0,supportive,are,ADJ,AUX,10,3,0,0,en,en,0
0,0_2,Person1,inter-sentential,0,0.0,that,,PRON,NONE,4,0,0,0,NONE,en,0
0,0_2,Person1,inter-sentential,1,0.07142857142857142,s,that,VERB,PRON,1,4,0,0,en,en,0
0,0_2,Person1,inter-sentential,2,0.14285714285714285,great,s,ADJ,VERB,5,1,0,0,en,en,0
0,0_2,Person1,inter-sentential,3,0.21428571428571427,to,great,PART,ADJ,2,5,0,0,en,en,0
0,0_2,Person1,inter-sentential,4,0.2857142857142857,hear,to,VERB,PART,4,2,0,0,en,en,0
0,0_2,Person1,inter-sentential,5,0.35714285714285715,i,hear,PRON,VERB,1,4,0,0,en,en,0
0,0_2,Person1,inter-sentential,6,0.42857142857142855,remember,i,VERB,PRON,8,1,0,0,en,en,0
0,0_2,Person1,inter-sentential,7,0.5,my,remember,PRON,VERB,2,8,0,0,en,en,0
0,0_2,Person1,inter-sentential,8,0.5714285714285714,first,my,ADJ,PRON,5,2,0,0,en,en,0
0,0_2,Person1,inter-sentential,9,0.6428571428571429,semester,first,NOUN,ADJ,8,5,0,0,en,en,0
0,0_2,Person1,inter-sentential,10,0.7142857142857143,at,semester,ADP,NOUN,2,8,0,0,en,en,0
0,0_2,Person1,inter-sentential,11,0.7857142857142857,microsoft,at,PROPN,ADP,9,2,0,0,en,en,0
0,0_2,Person1,inter-sentential,12,0.8571428571428571,feels,microsoft,VERB,PROPN,5,9,0,0,en,en,0
0,0_2,Person1,inter-sentential,13,0.9285714285714286,like,feels,ADP,VERB,4,5,0,0,en,en,0
0,0_2,Person1,inter-sentential,14,1.0,yesterday,like,NOUN,ADP,9,4,0,0,en,en,0
0,0_3,Person2,inter-sentential,0,0.0,apaka,,PRON,NONE,5,0,0,0,NONE,hi,0
0,0_3,Person2,inter-sentential,1,0.0625,anubava,apaka,NOUN,PRON,7,5,0,0,hi,hi,0
0,0_3,Person2,inter-sentential,2,0.125,bahuta,anubava,DET,NOUN,6,7,0,0,hi,hi,0
0,0_3,Person2,inter-sentential,3,0.1875,kama,bahuta,NOUN,DET,4,6,0,0,hi,hi,0
0,0_3,Person2,inter-sentential,4,0.25,a,kama,VERB,NOUN,1,4,0,0,hi,hi,0
0,0_3,Person2,inter-sentential,5,0.3125,raha,a,AUX,VERB,4,1,0,0,hi,hi,0
0,0_3,Person2,inter-sentential,6,0.375,he,raha,AUX,AUX,2,4,0,0,hi,hi,0
0,0_3,Person2,inter-sentential,7,0.4375,i,he,PRON,AUX,1,2,0,0,hi,en,1
0,0_3,Person2,inter-sentential,8,0.5,m,i,VERB,PRON,1,1,0,0,en,en,0
0,0_3,Person2,inter-sentential,9,0.5625,curious,m,ADJ,VERB,7,1,0,0,en,en,0
0,0_3,Person2,inter-sentential,10,0.625,about,curious,ADP,ADJ,5,7,0,0,en,en,0
0,0_3,Person2,inter-sentential,11,0.6875,your,about,PRON,ADP,4,5,0,0,en,en,0
0,0_3,Person2,inter-sentential,12,0.75,journey,your,NOUN,PRON,7,4,0,0,en,en,0
0,0_3,Person2,inter-sentential,13,0.8125,from,journey,ADP,NOUN,4,7,0,0,en,en,0
0,0_3,Person2,inter-sentential,14,0.875,academia,from,NOUN,ADP,8,4,0,0,en,en,0
0,0_3,Person2,inter-sentential,15,0.9375,to,academia,ADP,NOUN,2,8,0,0,en,en,0
0,0_3,Person2,inter-sentential,16,1.0,industry,to,NOUN,ADP,8,2,0,0,en,en,0
0,0_4,Person1,inter-sentential,0,0.0,it,,PRON,NONE,2,0,0,0,NONE,en,0
0,0_4,Person1,inter-sentential,1,0.06666666666666667,was,it,AUX,PRON,3,2,0,0,en,en,0
0,0_4,Person1,inter-sentential,2,0.13333333333333333,definitely,was,ADV,AUX,10,3,0,0,en,en,0
0,0_4,Person1,inter-sentential,3,0.2,a,definitely,DET,ADV,1,10,0,0,en,en,0
0,0_4,Person1,inter-sentential,4,0.26666666666666666,learning,a,NOUN,DET,8,1,0,0,en,en,0
0,0_4,Person1,inter-sentential,5,0.3333333333333333,curve,learning,NOUN,NOUN,5,8,0,0,en,en,0
0,0_4,Person1,inter-sentential,6,0.4,the,curve,DET,NOUN,3,5,0,0,en,en,0
0,0_4,Person1,inter-sentential,7,0.4666666666666667,real,the,ADJ,DET,4,3,0,0,en,en,0
0,0_4,Person1,inter-sentential,8,0.5333333333333333,world,real,NOUN,ADJ,5,4,0,0,en,en,0
0,0_4,Person1,inter-sentential,9,0.6,problems,world,NOUN,NOUN,8,5,0,0,en,en,0
0,0_4,Person1,inter-sentential,10,0.6666666666666666,are,problems,AUX,NOUN,3,8,0,0,en,en,0
0,0_4,Person1,inter-sentential,11,0.7333333333333333,much,are,ADV,AUX,4,3,0,0,en,en,0
0,0_4,Person1,inter-sentential,12,0.8,messier,much,ADJ,ADV,7,4,0,0,en,en,0
0,0_4,Person1,inter-sentential,13,0.8666666666666667,than,messier,ADP,ADJ,4,7,0,0,en,en,0
0,0_4,Person1,inter-sentential,14,0.9333333333333333,textbook,than,NOUN,ADP,8,4,0,0,en,en,0
0,0_4,Person1,inter-sentential,15,1.0,examples,textbook,NOUN,NOUN,8,8,0,0,en,en,0
0,0_5,Person2,inter-sentential,0,0.0,that,,PRON,NONE,4,0,0,0,NONE,en,0
0,0_5,Person2,inter-sentential,1,0.05555555555555555,s,that,VERB,PRON,1,4,0,0,en,en,0
0,0_5,Person2,inter-sentential,2,0.1111111111111111,exactly,s,ADV,VERB,7,1,0,0,en,en,0
0,0_5,Person2,inter-sentential,3,0.16666666666666666,what,exactly,PRON,ADV,4,7,0,0,en,en,0
0,0_5,Person2,inter-sentential,4,0.2222222222222222,i,what,PRON,PRON,1,4,0,0,en,en,0
0,0_5,Person2,inter-sentential,5,0.2777777777777778,ve,i,AUX,PRON,2,1,0,0,en,en,0
0,0_5,Person2,inter-sentential,6,0.3333333333333333,been,ve,AUX,AUX,4,2,0,0,en,en,0
0,0_5,Person2,inter-sentential,7,0.3888888888888889,noticing,been,VERB,AUX,8,4,0,0,en,en,0
0,0_5,Person2,inter-sentential,8,0.4444444444444444,in,noticing,ADP,VERB,2,8,0,0,en,en,0
0,0_5,Person2,inter-sentential,9,0.5,my,in,PRON,ADP,2,2,0,0,en,en,0
0,0_5,Person2,inter-sentential,10,0.5555555555555556,data,my,NOUN,PRON,4,2,0,0,en,en,0
0,0_5,Person2,inter-sentential,11,0.6111111111111112,science,data,NOUN,NOUN,7,4,0,0,en,en,0
0,0_5,Person2,inter-sentential,12,0.6666666666666666,projects,science,NOUN,NOUN,8,7,0,0,en,en,0
0,0_5,Person2,inter-sentential,13,0.7222222222222222,theory,projects,NOUN,NOUN,6,8,0,0,en,en,0
0,0_5,Person2,inter-sentential,14,0.7777777777777778,vs,theory,ADP,NOUN,2,6,0,0,en,en,0
0,0_5,Person2,inter-sentential,15,0.8333333333333334,practice,vs,NOUN,ADP,8,2,0,0,en,en,0
0,0_5,Person2,inter-sentential,16,0.8888888888888888,is,practice,AUX,NOUN,2,8,0,0,en,en,0
0,0_5,Person2,inter-sentential,17,0.9444444444444444,quite,is,ADV,AUX,5,2,0,0,en,en,0
0,0_5,Person2,inter-sentential,18,1.0,different,quite,ADJ,ADV,9,5,0,0,en,en,0
0,0_6,Person1,inter-sentential,0,0.0,absolutely,,ADV,NONE,10,0,0,0,NONE,en,0
0,0_6,Person1,inter-sentential,1,0.0625,speaking,absolutely,VERB,ADV,8,10,0,0,en,en,0
0,0_6,Person1,inter-sentential,2,0.125,of,speaking,ADP,VERB,2,8,0,0,en,en,0
0,0_6,Person1,inter-sentential,3,0.1875,which,of,PRON,ADP,5,2,0,0,en,en,0
0,0_6,Person1,inter-sentential,4,0.25,i,which,PRON,PRON,1,5,0,0,en,en,0
0,0_6,Person1,inter-sentential,5,0.3125,saw,i,VERB,PRON,3,1,0,0,en,en,0
0,0_6,Person1,inter-sentential,6,0.375,you,saw,PRON,VERB,3,3,0,0,en,en,0
0,0_6,Person1,inter-sentential,7,0.4375,posted,you,VERB,PRON,6,3,0,0,en,en,0
0,0_6,Person1,inter-sentential,8,0.5,about,posted,ADP,VERB,5,6,0,0,en,en,0
0,0_6,Person1,inter-sentential,9,0.5625,working,about,VERB,ADP,7,5,0,0,en,en,0
0,0_6,Person1,inter-sentential,10,0.625,on,working,ADP,VERB,2,7,0,0,en,en,0
0,0_6,Person1,inter-sentential,11,0.6875,some,on,DET,ADP,4,2,0,0,en,en,0
0,0_6,Person1,inter-sentential,12,0.75,machine,some,NOUN,DET,7,4,0,0,en,en,0
0,0_6,Person1,inter-sentential,13,0.8125,learning,machine,NOUN,NOUN,8,7,0,0,en,en,0
0,0_6,Person1,inter-sentential,14,0.875,models,learning,NOUN,NOUN,6,8,0,0,en,en,0
0,0_6,Person1,inter-sentential,15,0.9375,on,models,ADP,NOUN,2,6,0,0,en,en,0
0,0_6,Person1,inter-sentential,16,1.0,linkedin,on,NOUN,ADP,8,2,0,0,en,en,0
0,0_7,Person2,inter-sentential,0,0.0,yes,,INTJ,NONE,3,0,0,0,NONE,en,0
0,0_7,Person2,inter-sentential,1,0.07142857142857142,i,yes,PRON,INTJ,1,3,0,0,en,en,0
0,0_7,Person2,inter-sentential,2,0.14285714285714285,m,i,AUX,PRON,1,1,0,0,en,en,0
0,0_7,Person2,inter-sentential,3,0.21428571428571427,currently,m,ADV,AUX,9,1,0,0,en,en,0
0,0_7,Person2,inter-sentential,4,0.2857142857142857,exploring,currently,VERB,ADV,9,9,0,0,en,en,0
0,0_7,Person2,inter-sentential,5,0.35714285714285715,recommendation,exploring,NOUN,VERB,14,9,0,0,en,en,0
0,0_7,Person2,inter-sentential,6,0.42857142857142855,systems,recommendation,NOUN,NOUN,7,14,0,0,en,en,0
0,0_7,Person2,inter-sentential,7,0.5,for,systems,ADP,NOUN,3,7,0,0,en,en,0
0,0_7,Person2,inter-sentential,8,0.5714285714285714,my,for,PRON,ADP,2,3,0,0,en,en,0
0,0_7,Person2,inter-sentential,9,0.6428571428571429,capstone,my,NOUN,PRON,8,2,0,0,en,en,0
0,0_7,Person2,inter-sentential,10,0.7142857142857143,project,capstone,NOUN,NOUN,7,8,0,0,en,en,0
0,0_7,Person2,inter-sentential,11,0.7857142857142857,it,project,PRON,NOUN,2,7,0,0,en,en,0
0,0_7,Person2,inter-sentential,12,0.8571428571428571,s,it,VERB,PRON,1,2,0,0,en,en,0
0,0_7,Person2,inter-sentential,13,0.9285714285714286,fascinating,s,ADJ,VERB,11,1,0,0,en,en,0
0,0_7,Person2,inter-sentential,14,1.0,work,fascinating,NOUN,ADJ,4,11,0,0,en,en,0
0,0_8,Person1,inter-sentential,0,0.0,yaha,,PRON,NONE,4,0,0,0,NONE,hi,0
0,0_8,Person1,inter-sentential,1,0.07142857142857142,eka,yaha,NUM,PRON,3,4,0,0,hi,hi,0
0,0_8,Person1,inter-sentential,2,0.14285714285714285,bahuta,eka,ADV,NUM,6,3,0,0,hi,hi,0
0,0_8,Person1,inter-sentential,3,0.21428571428571427,dilacaspa,bahuta,ADJ,ADV,9,6,0,0,hi,hi,0
0,0_8,Person1,inter-sentential,4,0.2857142857142857,pilqa,dilacaspa,NOUN,ADJ,5,9,0,0,hi,hi,0
0,0_8,Person1,inter-sentential,5,0.35714285714285715,he,pilqa,AUX,NOUN,2,5,0,0,hi,hi,0
0,0_8,Person1,inter-sentential,6,0.42857142857142855,recommendation,he,NOUN,AUX,14,2,0,0,hi,en,1
0,0_8,Person1,inter-sentential,7,0.5,engines,recommendation,NOUN,NOUN,7,14,0,0,en,en,0
0,0_8,Person1,inter-sentential,8,0.5714285714285714,have,engines,AUX,NOUN,4,7,0,0,en,en,0
0,0_8,Person1,inter-sentential,9,0.6428571428571429,evolved,have,VERB,AUX,7,4,0,0,en,en,0
0,0_8,Person1,inter-sentential,10,0.7142857142857143,so,evolved,ADV,VERB,2,7,0,0,en,en,0
0,0_8,Person1,inter-sentential,11,0.7857142857142857,much,so,ADV,ADV,4,2,0,0,en,en,0
0,0_8,Person1,inter-sentential,12,0.8571428571428571,in,much,ADP,ADV,2,4,0,0,en,en,0
0,0_8,Person1,inter-sentential,13,0.9285714285714286,recent,in,ADJ,ADP,6,2,0,0,en,en,0
0,0_8,Person1,inter-sentential,14,1.0,years,recent,NOUN,ADJ,5,6,0,0,en,en,0
0,0_9,Person2,inter-sentential,0,0.0,the,,DET,NONE,3,0,0,0,NONE,en,0
0,0_9,Person2,inter-sentential,1,0.06666666666666667,scalability,the,NOUN,DET,11,3,0,0,en,en,0
0,0_9,Person2,inter-sentential,2,0.13333333333333333,challenges,scalability,NOUN,NOUN,10,11,0,0,en,en,0
0,0_9,Person2,inter-sentential,3,0.2,are,challenges,AUX,NOUN,3,10,0,0,en,en,0
0,0_9,Person2,inter-sentential,4,0.26666666666666666,what,are,PRON,AUX,4,3,0,0,en,en,0
0,0_9,Person2,inter-sentential,5,0.3333333333333333,intrigueues,what,VERB,PRON,11,4,0,0,en,en,0
0,0_9,Person2,inter-sentential,6,0.4,me,intrigueues,PRON,VERB,2,11,0,0,en,en,0
0,0_9,Person2,inter-sentential,7,0.4666666666666667,most,me,ADV,PRON,4,2,0,0,en,en,0
0,0_9,Person2,inter-sentential,8,0.5333333333333333,how,most,SCONJ,ADV,3,4,0,0,en,en,0
0,0_9,Person2,inter-sentential,9,0.6,did,how,AUX,SCONJ,3,3,0,0,en,en,0
0,0_9,Person2,inter-sentential,10,0.6666666666666666,you,did,PRON,AUX,3,3,0,0,en,en,0
0,0_9,Person2,inter-sentential,11,0.7333333333333333,handle,you,VERB,PRON,6,3,0,0,en,en,0
0,0_9,Person2,inter-sentential,12,0.8,performance,handle,NOUN,VERB,11,6,0,0,en,en,0
0,0_9,Person2,inter-sentential,13,0.8666666666666667,optimization,performance,NOUN,NOUN,12,11,0,0,en,en,0
0,0_9,Person2,inter-sentential,14,0.9333333333333333,at,optimization,ADP,NOUN,2,12,0,0,en,en,0
0,0_9,Person2,inter-sentential,15,1.0,azure,at,NOUN,ADP,5,2,0,0,en,en,0
1,1_0,Arjun,intra-sentential,0,0.0,hi,,PROPN,NONE,2,0,0,0,NONE,en,0
1,1_0,Arjun,intra-sentential,1,0.05,maya,hi,PROPN,PROPN,4,2,0,0,en,en,0
1,1_0,Arjun,intra-sentential,2,0.1,thanks,maya,NOUN,PROPN,6,4,0,0,en,en,0
1,1_0,Arjun,intra-sentential,3,0.15,for,thanks,ADP,NOUN,3,6,0,0,en,en,0
1,1_0,Arjun,intra-sentential,4,0.2,jumping,for,VERB,ADP,7,3,0,0,en,en,0
1,1_0,Arjun,intra-sentential,5,0.25,on,jumping,ADP,VERB,2,7,0,0,en,en,0
1,1_0,Arjun,intra-sentential,6,0.3,this,on,DET,ADP,4,2,0,0,en,en,0
1,1_0,Arjun,intra-sentential,7,0.35,call,this,NOUN,DET,4,4,0,0,en,en,0
1,1_0,Arjun,intra-sentential,8,0.4,i,call,PRON,NOUN,1,4,0,0,en,en,0
1,1_0,Arjun,intra-sentential,9,0.45,wanted,i,VERB,PRON,6,1,0,0,en,en,0
1,1_0,Arjun,intra-sentential,10,0.5,to,wanted,PART,VERB,2,6,0,0,en,en,0
1,1_0,Arjun,intra-sentential,11,0.55,discuss,to,VERB,PART,7,2,0,0,en,en,0
1,1_0,Arjun,intra-sentential,12,0.6,the,discuss,DET,VERB,3,7,0,0,en,en,0
1,1_0,Arjun,intra-sentential,13,0.65,latest,the,ADJ,DET,6,3,0,0,en,en,0
1,1_0,Arjun,intra-sentential,14,0.7,changes,latest,NOUN,ADJ,7,6,0,0,en,en,0
1,1_0,Arjun,intra-sentential,15,0.75,to,changes,ADP,NOUN,2,7,0,0,en,en,0
1,1_0,Arjun,intra-sentential,16,0.8,the,to,DET,ADP,3,2,0,0,en,en,0
1,1_0,Arjun,intra-sentential,17,0.85,azure,the,PROPN,DET,5,3,0,0,en,en,0
1,1_0,Arjun,intra-sentential,18,0.9,blob,azure,PROPN,PROPN,4,5,0,0,en,en,0
1,1_0,Arjun,intra-sentential,19,0.95,storage,blob,PROPN,PROPN,7,4,0,0,en,en,0
1,1_0,Arjun,intra-sentential,20,1.0,sdk,storage,PROPN,PROPN,3,7,0,0,en,en,0
1,1_1,Maya,intra-sentential,0,0.0,sure,,INTJ,NONE,4,0,0,0,NONE,en,0
1,1_1,Maya,intra-sentential,1,0.038461538461538464,thing,sure,NOUN,INTJ,5,4,0,0,en,en,0
1,1_1,Maya,intra-sentential,2,0.07692307692307693,i,thing,PRON,NOUN,1,5,0,0,en,en,0
1,1_1,Maya,intra-sentential,3,0.11538461538461539,think,i,VERB,PRON,5,1,0,0,en,en,0
1,1_1,Maya,intra-sentential,4,0.15384615384615385,we,think,PRON,VERB,2,5,0,0,en,en,0
1,1_1,Maya,intra-sentential,5,0.19230769230769232,should,we,AUX,PRON,6,2,0,0,en,en,0
1,1_1,Maya,intra-sentential,6,0.23076923076923078,prioritize,should,VERB,AUX,10,6,0,0,en,en,0
1,1_1,Maya,intra-sentential,7,0.2692307692307692,the,prioritize,DET,VERB,3,10,0,0,en,en,0
1,1_1,Maya,intra-sentential,8,0.3076923076923077,pagination,the,NOUN,DET,10,3,0,0,en,en,0
1,1_1,Maya,intra-sentential,9,0.34615384615384615,issue,pagination,NOUN,NOUN,5,10,0,0,en,en,0
1,1_1,Maya,intra-sentential,10,0.38461538461538464,kyomki,issue,SCONJ,NOUN,6,5,0,0,en,hi,1
1,1_1,Maya,intra-sentential,11,0.4230769230769231,yujarsa,kyomki,NOUN,SCONJ,7,6,0,0,hi,hi,0
1,1_1,Maya,intra-sentential,12,0.46153846153846156,ko,yujarsa,ADP,NOUN,2,7,0,0,hi,hi,0
1,1_1,Maya,intra-sentential,13,0.5,large,ko,ADJ,ADP,5,2,0,0,hi,en,1
1,1_1,Maya,intra-sentential,14,0.5384615384615384,datasets,large,NOUN,ADJ,8,5,0,0,en,en,0
1,1_1,Maya,intra-sentential,15,0.5769230769230769,ke,datasets,ADP,NOUN,2,8,0,0,en,hi,1
1,1_1,Maya,intra-sentential,16,0.6153846153846154,sata,ke,ADP,ADP,4,2,0,0,hi,hi,0
1,1_1,Maya,intra-sentential,17,0.6538461538461539,trouble,sata,NOUN,ADP,7,4,0,0,hi,en,1
1,1_1,Maya,intra-sentential,18,0.6923076923076923,ho,trouble,VERB,NOUN,2,7,0,0,en,hi,1
1,1_1,Maya,intra-sentential,19,0.7307692307692307,rahi,ho,AUX,VERB,4,2,0,0,hi,hi,0
1,1_1,Maya,intra-sentential,20,0.7692307692307693,he,rahi,AUX,AUX,2,4,0,0,hi,hi,0
1,1_1,Maya,intra-sentential,21,0.8076923076923077,it,he,PRON,AUX,2,2,0,0,hi,en,1
1,1_1,Maya,intra-sentential,22,0.8461538461538461,s,it,AUX,PRON,1,2,0,0,en,en,0
1,1_1,Maya,intra-sentential,23,0.8846153846153846,affecting,s,VERB,AUX,9,1,0,0,en,en,0
1,1_1,Maya,intra-sentential,24,0.9230769230769231,the,affecting,DET,VERB,3,9,0,0,en,en,0
1,1_1,Maya,intra-sentential,25,0.9615384615384616,analytics,the,NOUN,DET,9,3,0,0,en,en,0
1,1_1,Maya,intra-sentential,26,1.0,pipeline,analytics,NOUN,NOUN,8,9,0,0,en,en,0
1,1_2,Arjun,intra-sentential,0,0.0,agreed,,VERB,NONE,6,0,0,0,NONE,en,0
1,1_2,Arjun,intra-sentential,1,0.047619047619047616,i,agreed,PRON,VERB,1,6,0,0,en,en,0
1,1_2,Arjun,intra-sentential,2,0.09523809523809523,ve,i,AUX,PRON,2,1,0,0,en,en,0
1,1_2,Arjun,intra-sentential,3,0.14285714285714285,already,ve,ADV,AUX,7,2,0,0,en,en,0
1,1_2,Arjun,intra-sentential,4,0.19047619047619047,written,already,VERB,ADV,7,7,0,0,en,en,0
1,1_2,Arjun,intra-sentential,5,0.23809523809523808,a,written,DET,VERB,1,7,0,0,en,en,0
1,1_2,Arjun,intra-sentential,6,0.2857142857142857,unit,a,NOUN,DET,4,1,0,0,en,en,0
1,1_2,Arjun,intra-sentential,7,0.3333333333333333,test,unit,NOUN,NOUN,4,4,0,0,en,en,0
1,1_2,Arjun,intra-sentential,8,0.38095238095238093,for,test,ADP,NOUN,3,4,0,0,en,en,0
1,1_2,Arjun,intra-sentential,9,0.42857142857142855,the,for,DET,ADP,3,3,0,0,en,en,0
1,1_2,Arjun,intra-sentential,10,0.47619047619047616,new,the,ADJ,DET,3,3,0,0,en,en,0
1,1_2,Arjun,intra-sentential,11,0.5238095238095238,page,new,NOUN,ADJ,4,3,0,0,en,en,0
1,1_2,Arjun,intra-sentential,12,0.5714285714285714,size,page,NOUN,NOUN,4,4,0,0,en,en,0
1,1_2,Arjun,intra-sentential,13,0.6190476190476191,logic,size,NOUN,NOUN,5,4,0,0,en,en,0
1,1_2,Arjun,intra-sentential,14,0.6666666666666666,and,logic,CCONJ,NOUN,3,5,0,0,en,en,0
1,1_2,Arjun,intra-sentential,15,0.7142857142857143,it,and,PRON,CCONJ,2,3,0,0,en,en,0
1,1_2,Arjun,intra-sentential,16,0.7619047619047619,passes,it,VERB,PRON,6,2,0,0,en,en,0
1,1_2,Arjun,intra-sentential,17,0.8095238095238095,locally,passes,ADV,VERB,7,6,0,0,en,en,0
1,1_2,Arjun,intra-sentential,18,0.8571428571428571,on,locally,ADP,ADV,2,7,0,0,en,en,0
1,1_2,Arjun,intra-sentential,19,0.9047619047619048,windows,on,PROPN,ADP,7,2,0,0,en,en,0
1,1_2,Arjun,intra-sentential,20,0.9523809523809523,and,windows,CCONJ,PROPN,3,7,0,0,en,en,0
1,1_2,Arjun,intra-sentential,21,1.0,macos,and,PROPN,CCONJ,5,3,0,0,en,en,0
1,1_3,Maya,intra-sentential,0,0.0,i,,PRON,NONE,1,0,0,0,NONE,en,0
1,1_3,Maya,intra-sentential,1,0.045454545454545456,can,i,AUX,PRON,3,1,0,0,en,en,0
1,1_3,Maya,intra-sentential,2,0.09090909090909091,run,can,VERB,AUX,3,3,0,0,en,en,0
1,1_3,Maya,intra-sentential,3,0.13636363636363635,the,run,DET,VERB,3,3,0,0,en,en,0
1,1_3,Maya,intra-sentential,4,0.18181818181818182,ci,the,PROPN,DET,2,3,0,0,en,en,0
1,1_3,Maya,intra-sentential,5,0.22727272727272727,on,ci,ADP,PROPN,2,2,0,0,en,en,0
1,1_3,Maya,intra-sentential,6,0.2727272727272727,linux,on,PROPN,ADP,5,2,0,0,en,en,0
1,1_3,Maya,intra-sentential,7,0.3181818181818182,as,linux,ADV,PROPN,2,5,0,0,en,en,0
1,1_3,Maya,intra-sentential,8,0.36363636363636365,well,as,ADV,ADV,4,2,0,0,en,en,0
1,1_3,Maya,intra-sentential,9,0.4090909090909091,to,well,PART,ADV,2,4,0,0,en,en,0
1,1_3,Maya,intra-sentential,10,0.45454545454545453,catch,to,VERB,PART,5,2,0,0,en,en,0
1,1_3,Maya,intra-sentential,11,0.5,any,catch,DET,VERB,3,5,0,0,en,en,0
1,1_3,Maya,intra-sentential,12,0.5454545454545454,environment,any,NOUN,DET,11,3,0,0,en,en,0
1,1_3,Maya,intra-sentential,13,0.5909090909090909,specific,environment,ADJ,NOUN,8,11,0,0,en,en,0
1,1_3,Maya,intra-sentential,14,0.6363636363636364,quirks,specific,NOUN,ADJ,6,8,0,0,en,en,0
1,1_3,Maya,intra-sentential,15,0.6818181818181818,if,quirks,SCONJ,NOUN,2,6,0,0,en,en,0
1,1_3,Maya,intra-sentential,16,0.7272727272727273,you,if,PRON,SCONJ,3,2,0,0,en,en,0
1,1_3,Maya,intra-sentential,17,0.7727272727272727,need,you,VERB,PRON,4,3,0,0,en,en,0
1,1_3,Maya,intra-sentential,18,0.8181818181818182,me,need,PRON,VERB,2,4,0,0,en,en,0
1,1_3,Maya,intra-sentential,19,0.8636363636363636,to,me,PART,PRON,2,2,0,0,en,en,0
